wort,hitler,trump,biden,bush,obama
ninth,0,9,0,0,2
nio,0,0,0,1,0
nipped,1,1,0,0,0
nishni,1,0,0,0,0
nit,1,0,0,0,0
nitty,0,0,1,0,0
nixon,0,2,3,0,4
niño,0,0,1,0,0
no,0,336,18,0,2
noaa,0,0,0,0,1
noah,0,1,0,0,1
nobel,0,2,13,1,6
nobid,0,0,0,0,1
nobility,10,1,0,0,0
noble,11,9,2,15,3
nobler,4,0,0,0,0
noblest,5,0,0,0,0
nobly,1,0,0,2,0
nobody,52,931,19,3,15
nobody…,0,1,0,0,0
nod,0,1,0,0,0
nodding,0,1,0,0,0
noem,0,4,0,0,0
nofly,0,0,0,1,0
noise,2,3,1,0,3
noisy,0,0,1,0,2
noknock,0,0,1,0,0
nomad,8,0,0,0,0
nomadic,3,0,0,0,0
nomad—he,1,0,0,0,0
nomenclature,1,0,0,0,0
nominate,0,3,3,3,1
nominated,0,4,3,0,1
nominating,0,0,4,0,1
nomination,0,16,1,2,9
nominee,0,18,7,4,10
non,4,1,0,0,1
nonamericans,0,0,1,0,0
nonbank,0,0,1,0,0
nonbeliever,0,0,0,0,1
nonchalantly,1,0,0,0,0
noncharacteristic,1,0,0,0,0
noncitizen,0,4,0,0,0
noncompete,0,0,1,0,0
noncontroversial,0,3,0,0,0
noncorrupt,0,1,0,0,0
noncriminal,0,2,0,0,0
nondiscrimination,0,0,0,0,1
none,16,85,35,7,28
nonentity,3,0,0,0,0
nonetheless,0,2,1,0,0
nonexistent,1,4,0,0,0
nonfur,0,1,0,0,0
nongerman,7,0,0,0,0
nongovernment,0,0,1,0,0
nongovernmental,0,0,1,1,0
nongraduates,0,1,0,0,0
nonguilty,1,0,0,0,0
nonideological,0,0,0,0,1
nonincumbent,0,1,0,0,0
nonindian,0,0,1,0,0
nonjewish,2,0,0,0,0
nonjews,1,0,0,0,0
nonmanual,1,0,0,0,0
nonmarket,0,0,1,0,0
nonmarxist,1,0,0,0,0
nonmexican,0,0,0,2,0
nonmilitarized,0,0,0,0,1
nonmilitary,0,0,1,0,0
nonmuslim,0,0,0,0,1
nonnational,1,0,0,0,0
nonnegotiable,0,0,0,3,0
nonothingness,0,0,0,0,1
nonpartisan,0,1,1,1,7
nonpatriotic,1,1,0,0,0
nonpolitical,1,0,0,0,0
nonpolitician,0,3,0,0,0
nonprofit,0,0,4,2,6
nonproliferation,0,0,3,1,6
nonpublic,0,0,0,1,0
nonreligious,0,0,0,1,0
nonresident,0,2,0,0,0
nonsecular,0,0,0,0,1
nonsecurity,0,0,0,1,0
nonsense,14,18,0,0,0
nonsensical,6,0,0,0,0
nonsocial,1,0,0,0,0
nonstop,0,2,1,0,0
nonteleprompter,0,1,0,0,0
nontransparent,0,1,0,0,0
nonunion,0,2,0,0,0
nonvaxxers,0,0,1,0,0
nonviolence,0,0,1,0,5
nonviolent,0,0,0,0,3
nonvokisch,1,0,0,0,0
nonwhite,0,2,0,0,0
noodle,1,0,0,0,0
noon,1,1,1,0,0
noose,0,0,0,1,0
nope,0,18,0,0,0
nord,0,19,1,0,0
nordic,2,0,0,0,0
nordicaryan,1,0,0,0,0
nord…,0,1,0,0,0
norfolk,0,2,0,0,0
norm,0,0,2,0,2
normal,6,29,6,7,1
normalcy,0,0,2,0,0
normality,0,0,1,0,0
normalization,0,0,1,0,1
normalize,0,0,0,0,2
normalizing,0,0,0,0,3
normally,2,21,0,0,0
normally…,0,1,0,0,0
norman,0,5,0,0,1
normandy,0,1,2,1,2
north,14,243,13,16,40
northeast,0,0,10,1,0
northern,4,2,4,3,0
northrop,0,0,1,0,0
northwest,0,2,2,0,0
northwestern,0,0,2,0,0
norway,0,0,0,1,2
norwegian,0,2,0,0,1
norwood,0,0,0,3,0
norwoods,0,0,0,1,0
nose,5,4,0,0,0
nosedive,0,1,0,0,0
nosing,1,0,0,0,0
nostalgia,1,0,0,0,0
nostril,1,0,0,0,0
not,0,28,3,0,0
notable,0,1,1,0,2
notably,0,1,2,0,0
note,6,3,8,2,4
noted,5,1,2,0,3
notforprofit,0,0,1,0,1
nothing,149,482,76,20,56
nothing—no,1,0,0,0,0
nothing…,0,2,0,0,0
notice,14,64,9,6,2
noticeable,2,0,0,0,0
noticed,5,21,7,1,4
noticing,0,0,1,0,0
notified,0,10,2,0,0
notifying,0,1,0,0,0
noting,1,0,2,0,3
notion,41,0,8,1,25
notorious,0,0,2,0,0
notsoyoung,0,0,0,0,1
notwithstanding,4,0,0,1,0
not…,0,10,3,0,0
nourish,1,0,0,0,1
nourished,3,0,0,0,0
novel,0,0,0,0,1
novelist,0,0,0,0,1
novelli,0,0,0,1,0
november,41,187,7,4,4
novice,1,1,0,0,0
novogorod,1,0,0,0,0
now,0,31,1,0,2
nowadays,11,4,0,0,0
nowhere,5,10,0,1,4
now—just,0,0,0,0,1
now…,0,1,0,0,0
no—we,0,0,0,0,1
no…,0,5,0,0,0
npr,0,1,2,0,0
npt,0,0,0,0,1
nra,0,11,5,0,1
nuance,1,0,0,0,0
nuclear,0,178,11,54,78
nucleararmed,0,0,1,0,6
nucleus,18,0,0,0,0
nudged,1,0,0,0,0
nugent,0,2,0,0,0
nuisance,2,0,2,0,0
nuke,0,1,0,0,0
null,1,0,0,0,0
nullify,0,1,0,0,0
numb,0,2,0,0,0
number,125,1089,201,41,62
numbered,3,1,3,0,1
numbering,1,0,0,0,0
numberone,0,0,0,0,5
numbers,0,1,0,0,0
numbing,0,0,0,0,1
numbness,0,0,1,0,0
numerical,14,0,0,0,0
numerically,11,0,0,0,0
numerous,10,32,2,2,0
nunes,0,1,0,0,0
nunez,0,1,0,0,0
nuremberg,0,0,9,0,0
nurnberg,5,0,0,0,0
nurse,1,6,19,5,9
nursery,1,0,0,0,0
nurseryground,1,0,0,0,0
nursing,1,19,12,0,1
nurture,0,0,0,0,3
nurtured,1,0,0,0,2
nut,0,6,0,0,0
nutrition,0,0,0,0,1
nutshell,0,1,0,0,0
nvdonaldjtrump,0,1,0,0,0
nvdonaldjtrumpcom,0,1,0,0,0
nword,0,3,0,0,0
ny,0,0,0,0,1
nyu,0,1,0,0,0
oak,0,1,0,0,4
oakland,0,2,0,0,0
oakley,0,2,0,0,0
oan,0,2,0,0,0
oasis,0,1,0,0,0
oat,1,0,0,0,0
oath,1,11,9,6,12
ob,0,0,0,0,1
obama,0,192,16,9,50
obamabiden,0,1,2,0,0
obamacare,0,5,1,0,3
obamas,0,1,0,1,2
obama…,0,4,0,0,0
obasanjo,0,0,0,3,0
obedience,13,0,0,1,0
obedience’,2,0,0,0,0
obedient,2,0,0,0,0
oberheim,0,2,0,0,0
oberweis,0,1,0,0,0
obese,1,0,0,0,0
obesity,0,0,0,0,3
obey,7,5,1,1,0
obeyed,2,0,0,1,0
obeying,0,1,0,0,0
obgyn,0,0,0,1,0
obgyns,0,0,0,1,0
obituary,0,2,0,0,0
object,47,1,3,3,0
objected,4,0,0,0,0
objection,20,0,0,2,0
objective,53,2,6,10,9
objectively,7,0,0,0,0
objectives—to,0,0,0,1,0
objective’,1,0,0,0,0
objectivity,6,0,0,0,0
objectlessons,1,0,0,0,0
oblation,0,1,0,0,0
obligation,29,4,40,11,32
obligations—a,1,0,0,0,0
obligatory,3,0,0,0,0
obliged,19,0,0,0,1
obliges,1,0,0,0,0
obliterate,1,15,0,0,0
obliterated,1,24,0,0,0
obliterating,0,1,0,0,0
obliteration,0,9,0,0,0
oblivion,4,2,0,0,0
oblivious,1,0,0,0,0
oblogquy,1,0,0,0,0
obrador,0,1,0,0,0
obrien,0,0,0,0,1
obscene,1,0,0,0,0
obscurantist,1,0,0,0,0
obscure,6,0,0,0,2
obscured,2,0,0,0,0
obsequious,1,0,0,0,0
obsequiously,1,0,0,0,0
observant,2,0,0,0,0
observation,5,0,0,0,1
observe,11,3,4,1,0
observed,14,4,4,0,1
observer,10,20,0,3,1
observers,0,1,0,0,0
observing,3,0,0,0,0
obsession,0,3,0,0,0
obsolete,2,19,0,0,4
obstacle,18,3,5,2,5
obstinacy,5,0,0,0,1
obstinate,4,0,0,0,0
obstinately,3,0,0,0,0
obstruct,1,0,2,0,2
obstructed,0,0,1,0,0
obstructing,0,2,0,0,0
obstruction,1,6,4,0,1
obstructionism,0,0,1,0,0
obtain,10,3,0,0,2
obtained,16,1,1,2,0
obtaining,6,0,0,1,2
obtains,1,0,0,0,0
obvious,33,7,9,0,3
obviously,10,23,4,7,11
occasion,46,13,4,1,5
occasional,2,0,0,0,2
occasionally,9,0,1,0,1
occasioned,1,0,0,0,0
occupant,0,1,1,0,0
occupation,16,0,2,3,8
occupational,0,0,1,0,0
occupied,12,5,5,3,0
occupier,0,0,0,1,0
occupies,1,1,0,0,0
occupy,6,2,3,1,3
occupying,4,8,0,0,3
occur,3,4,7,2,1
occurred,6,2,13,2,1
occurrence,1,0,0,0,0
occurring,1,0,4,0,0
occurs,0,0,7,2,0
ocean,0,51,6,4,12
oconnor,0,0,0,1,0
octane,0,1,0,0,0
october,11,10,13,2,0
od,0,0,1,0,0
odd,2,1,0,1,0
oddly,0,1,0,0,0
odds,2,6,0,0,8
oden,0,1,0,0,0
odeon,1,0,0,0,0
odierno,0,0,1,0,0
odin,0,1,0,0,0
odour,1,0,0,0,0
of,1,4,2,0,0
ofa,8,0,0,0,0
off,0,8,2,0,0
offence,5,0,0,0,0
offend,2,1,0,0,3
offended,1,0,0,0,0
offender,0,5,1,0,1
offending,1,0,0,0,0
offends,0,0,1,0,1
offense,0,11,1,7,2
offensive,24,8,2,12,6
offensive—the,0,0,0,1,0
offer,28,10,16,31,52
offered,22,10,0,10,11
offering,6,1,2,4,10
office,30,309,98,29,89
officeboy,1,0,0,0,0
officer,21,68,71,17,17
officer’,1,0,0,0,0
offices,0,1,0,0,0
official,79,48,33,30,20
officially,2,11,2,0,1
officials,0,1,0,0,0
officiating,1,0,1,0,0
officiousness,1,0,0,0,0
offing,0,0,1,0,0
offlabel,0,1,0,0,0
offlimits,0,0,0,0,1
offpeak,0,0,1,0,0
offramp,0,0,0,0,1
offs,0,2,0,0,0
offset,0,0,1,0,1
offshore,0,1,0,0,6
offshored,0,5,0,0,0
offspring,9,0,0,0,0
offstage,0,1,0,0,0
offyear,0,0,1,0,0
off’,1,0,0,0,0
often,136,38,24,18,52
oftener,2,0,0,0,0
oftentimes,1,5,0,0,2
of—hundreds,0,0,0,1,0
of—im,0,0,0,0,1
of…,0,26,5,0,0
og,0,1,0,0,0
oh,2,634,28,4,2
ohio,0,149,4,4,16
ohohoh,0,1,0,0,0
oh…,0,1,0,0,0
oi,0,1,0,0,0
oil,0,271,53,25,85
oilforfood,0,0,0,1,0
oil…,0,1,0,0,0
ointment,1,0,0,0,0
okay,0,574,62,1,13
oklahoma,0,1,2,0,1
olam,0,0,0,0,1
old,175,143,65,15,61
oldage,0,0,1,0,0
olde,0,0,0,0,1
oldenglish,0,0,0,0,1
older,7,9,17,7,3
oldest,1,2,1,0,4
oldestablished,1,0,0,0,0
oldfashioned,1,5,0,0,1
old—,0,0,0,1,0
olive,1,0,0,0,0
oliver,0,0,0,0,1
olivia,0,0,0,0,1
olusegun,0,0,0,1,0
olympic,0,0,1,0,2
olympics,0,9,0,0,1
om,1,0,0,0,0
omaha,0,1,1,0,4
oman,0,0,0,1,0
omani,0,0,0,1,0
omar,0,14,0,0,0
ombudsman,0,0,2,0,0
omen,1,0,0,0,0
omicron,0,0,18,0,0
ominous,1,0,0,0,0
ominously,0,1,0,0,0
omission,4,0,0,0,0
omit,2,0,0,0,0
omitted,2,0,0,0,0
omnibus,0,0,1,0,0
omnipotent,1,0,0,0,0
on,0,18,2,0,0
ona,9,0,0,0,0
onboard,0,0,1,0,1
once,0,0,1,0,1
oncerevered,0,1,0,0,0
onceshuttered,0,0,0,0,1
once…,0,1,0,0,0
one,868,2834,735,228,531
oneandahalfyearold,0,0,1,0,0
oneday,0,9,0,0,0
oneeighth,0,1,0,0,0
onefifth,0,0,0,1,0
onefourth,1,0,0,0,0
onehalf,0,1,0,0,1
oneida,0,0,4,0,0
oneill,0,0,0,3,0
oneonone,0,0,2,0,0
onepage,1,0,0,0,0
oneparty,0,0,0,0,1
onequarter,0,1,0,0,0
onerous,1,0,0,0,1
oneself,4,0,0,0,0
onesided,1,14,0,0,0
onesixth,0,0,0,0,1
onestory,0,1,0,0,0
onetenth,2,2,0,0,1
onethird,1,0,1,3,2
onetime,1,0,0,1,0
onetoone,0,0,1,0,0
oneway,0,1,0,0,0
oneyear,1,0,2,0,0
one—in,1,0,0,0,0
one—when,1,0,0,0,0
one’s,44,0,0,0,0
one…,0,4,0,0,0
ongoing,0,3,11,5,2
online,0,8,6,1,12
only,0,1,2,0,0
onrush,1,0,0,0,0
onset,0,0,0,1,0
onside,0,2,0,0,0
onsite,0,0,3,0,0
onslaught,7,4,3,0,0
onthejob,0,0,0,0,1
onto,1,38,9,2,6
onward,3,1,1,1,0
onwards,11,0,0,0,0
on—our,0,0,0,0,1
on…,0,7,1,0,0
ood,0,0,0,0,1
ooh,0,4,0,0,0
oops,0,2,0,0,0
op,0,1,0,0,0
opaque,0,0,0,0,1
opec,0,23,3,0,0
open,50,240,59,27,77
opened,14,50,7,6,15
openended,0,0,1,2,7
opener,0,0,1,0,0
opening,4,27,8,4,8
openly,28,14,2,2,5
openmouthed,1,0,0,0,0
openness,0,1,0,2,7
opera,7,0,0,0,0
operandi,0,0,1,0,0
operate,4,3,7,5,7
operated,0,3,1,0,1
operates,2,0,1,1,2
operating,4,4,7,6,0
operation,13,43,39,38,12
operational,0,1,2,0,0
operative,0,14,0,10,3
operator,0,4,4,0,0
opic,0,0,0,0,1
opiners,0,0,0,1,0
opining,0,0,0,1,0
opinion,136,77,5,4,16
opinionated,0,1,0,0,0
opinion—for,1,0,0,0,0
opinion’,2,0,0,0,0
opioid,0,1,1,0,0
opium,0,3,0,0,0
opponent,46,108,0,12,15
opponents’,1,0,0,0,0
opponent…,0,1,0,0,0
opportune,7,0,0,0,0
opportunities,0,0,1,0,0
opportunities…,0,0,1,0,0
opportunity,31,31,85,64,154
oppose,23,13,5,13,6
opposed,40,28,5,9,7
opposes,4,0,1,2,1
opposing,7,25,1,1,1
opposite,20,77,5,2,4
opposition,38,11,4,2,13
opposition’,1,0,0,0,0
oppress,0,0,1,1,2
oppressed,10,0,0,11,0
oppresses,1,0,0,0,0
oppressing,2,0,0,0,0
oppression,21,3,5,9,5
oppressive,5,2,0,3,0
oppressor,5,0,0,1,0
oprah,0,2,0,0,0
opt,0,8,0,0,1
optimism,0,0,1,4,6
optimist,0,0,3,0,1
optimistic,0,1,9,3,7
option,0,9,13,18,19
or,0,1,0,0,0
oral,1,0,0,0,0
orange,0,0,3,0,0
orator,15,1,0,0,0
oratorical,4,0,0,0,0
orator’s,1,0,0,0,0
orban,0,14,0,0,0
orbit,2,0,0,0,11
orbiting,0,0,0,0,1
orbán,0,4,0,0,0
orchestrated,0,1,0,0,0
ordeal,4,0,0,0,1
order,211,196,51,34,44
ordered,9,6,11,5,14
ordering,0,1,2,1,0
orderly,2,1,1,5,2
orders,0,1,0,0,0
order’,5,0,0,0,0
order’—hence,1,0,0,0,0
ordinary,17,0,18,9,28
ordure,1,0,0,0,0
oregon,0,0,2,0,1
oremus,0,1,0,0,0
orepares,1,0,0,0,0
organ,8,3,0,0,1
organic,5,3,0,0,0
organically,1,1,0,0,0
organisation,169,0,0,0,0
organisations—the,1,0,0,0,0
organise,13,0,0,0,0
organised,54,0,0,0,0
organiser,11,0,0,0,0
organising,27,0,0,0,0
organism,24,0,0,0,0
organization,1,35,33,22,21
organize,0,1,4,0,9
organized,1,6,6,2,6
organizer,0,0,0,0,3
organizing,0,0,6,1,6
orient,3,0,0,0,0
oriental,3,0,0,0,0
orientated,2,0,0,0,0
orientation,6,0,0,0,3
origin,21,4,0,0,2
original,45,20,3,0,3
originalists,0,1,0,0,0
originality,1,0,0,0,0
originally,13,8,1,0,2
originate,1,0,0,0,0
originated,4,2,0,0,1
originates,3,0,0,0,0
originating,0,0,0,1,0
originator,2,0,0,0,0
orion,0,0,0,0,4
orlando,0,1,0,0,2
orleans,0,1,13,25,0
ornament,1,0,0,0,0
orphan,3,0,0,2,0
orphaned,0,0,1,1,0
orrin,0,0,0,1,2
orthodox,1,0,0,0,0
orthodoxy,0,1,0,0,0
or…,0,1,0,0,0
osama,0,3,4,3,19
osborne,0,1,0,0,0
oscillation,1,0,0,0,0
osha,0,0,1,0,0
osher,0,0,0,0,1
oskar,1,0,0,0,0
oslo,0,0,0,0,3
osmosis,0,1,0,0,0
osmundson,0,1,0,0,0
ossoff,0,10,1,0,0
ostia,1,0,0,0,0
ostmark,6,0,0,0,0
ostrich,1,0,0,0,0
other,0,1,2,0,0
others,104,169,69,50,73
others—,1,0,0,0,0
others—producing,0,0,0,1,0
otherwise,47,35,3,3,6
other—citizen,0,0,0,1,0
other’s,3,0,0,0,0
otis,0,0,2,0,0
ottawa,0,0,0,0,1
otter,1,0,0,0,0
otto,0,0,1,0,0
ought,98,18,5,3,6
oughtness,0,0,0,0,1
ounce,5,36,0,0,0
our,0,6,1,0,5
ourself,0,2,2,0,0
ourselves,0,0,0,0,2
ourselves—if,0,0,0,0,1
ourselves—protect,0,0,0,0,1
ourselves’,1,0,0,0,0
our—on,0,0,0,1,0
our…,0,5,0,0,0
oust,1,0,0,0,0
out,1,31,5,0,1
outage,0,0,6,0,1
outandout,1,0,0,0,0
outbluffed,0,1,0,0,0
outbound,0,0,1,0,0
outbreak,7,0,0,1,0
outbuild,0,0,0,0,2
outburst,5,0,0,0,0
outcome,27,6,7,11,20
outcompete,0,0,5,1,3
outcropping,0,0,1,0,0
outcry,11,0,0,0,0
outdated,0,0,1,2,7
outdated—unsuited,0,0,0,1,0
outdoor,0,2,0,0,0
outdoors,0,1,1,1,0
outeducate,0,0,0,0,3
outeducated,0,0,0,0,1
outeducates,0,0,3,0,0
outer,6,1,1,0,0
outfit,0,2,5,0,0
outgoing,0,1,0,0,0
outgrew,1,0,0,0,0
outgrowth,2,0,0,0,0
outgunned,0,0,1,0,2
outinnovate,0,0,1,0,2
outlandish,0,0,1,0,0
outlast,0,0,0,0,1
outlaw,0,12,1,9,0
outlay,0,0,0,1,0
outlet,3,2,3,0,1
outlier,0,7,0,0,1
outline,5,2,2,5,2
outlined,0,1,1,1,5
outlining,0,1,2,0,1
outlook,21,0,0,0,1
outlying,2,0,0,0,0
outmoded,2,0,0,0,0
outnumber,1,0,0,0,1
outnumbered,1,0,2,0,0
outof,1,1,0,0,0
outofcontrol,0,4,0,0,1
outofdate,1,0,0,0,0
outofpocket,0,0,3,3,5
outofstate,0,3,0,0,0
outp,0,0,0,0,1
outpatient,0,0,1,1,0
outperformed,0,1,0,0,0
outplayed,0,1,0,0,0
outpost,0,0,0,1,0
outposts—those,0,0,0,0,1
outpouring,1,0,2,1,0
outproduce,0,0,0,1,0
output,3,0,1,0,0
outrage,6,1,1,2,2
outraged,1,2,1,0,0
outrageous,0,17,5,1,1
outrageously,1,2,1,0,0
outrank,0,0,0,1,0
outreach,0,1,3,1,3
outright,0,5,0,0,0
outset,16,1,4,0,3
outside,38,122,23,9,14
outsider,3,13,0,0,1
outsized,0,0,0,0,2
outskirt,2,0,0,0,0
outsmarted,0,1,0,0,0
outsource,0,0,1,0,2
outsourced,0,0,5,0,2
outsourcers,0,2,0,0,0
outsourcing,0,10,0,0,2
outspent,0,1,0,0,0
outspoken,3,0,1,0,0
outstanding,16,26,7,1,15
outteach,0,0,0,0,1
outward,17,0,1,0,3
outwardly,6,0,0,0,1
outwards,1,0,0,0,0
outweighed,1,0,0,0,0
outweighs,0,0,0,0,1
outwit,1,0,0,0,0
outworn,0,0,0,0,1
out’,4,0,0,0,0
out…,0,1,0,0,0
oval,0,40,3,8,2
ovation,0,3,0,0,0
oven,0,1,0,0,0
over,0,6,0,0,1
overall,0,8,15,1,5
overanalyzed,0,0,0,0,1
overanxious,1,0,0,0,0
overarching,0,0,0,0,1
overbearing,1,0,0,0,0
overboard,3,3,0,0,1
overburdened,0,0,1,0,0
overbureaucratic,1,0,0,0,0
overcame,0,0,1,2,1
overcharging,0,0,0,0,1
overcome,35,2,4,12,14
overcoming,3,0,0,0,1
overconfident,1,0,0,0,0
overcrowd,0,0,3,0,0
overcrowded,1,1,0,0,1
overcrowding,0,1,0,0,0
overdo,0,0,1,0,0
overdone,1,0,0,0,0
overdose,0,3,0,0,0
overdosed,0,2,0,0,0
overdoses,0,1,0,0,0
overdosing,0,4,0,0,0
overdue,0,0,10,0,2
overestimate,4,0,0,0,0
overextended,0,0,0,0,1
overflow,0,3,0,0,1
overflowing,3,0,0,0,0
overhaul,0,7,0,0,0
overhauled,0,6,0,0,0
overhead,0,0,1,1,2
overheard,0,1,0,0,0
overjoyed,1,0,0,0,1
overladen,1,0,0,0,0
overland,0,0,1,0,0
overlap,0,0,0,1,2
overlapping,0,0,0,0,1
overloaded,0,0,0,0,1
overlook,1,0,0,1,0
overlooked,4,0,1,0,0
overly,0,1,1,0,0
overnight,1,3,3,5,10
overran,1,0,0,0,0
overrated,0,7,0,0,0
overreach,0,0,0,0,1
overridden,0,1,0,0,0
override,0,2,0,0,1
overriding,0,0,0,1,0
overrode,0,2,0,0,0
overrule,1,0,1,0,0
overrules,0,0,1,0,0
overrun,0,3,5,1,0
overrunning,0,1,2,0,0
overseas,0,18,8,8,25
oversee,0,0,2,4,0
overseeing,0,2,1,0,1
overshadowed,1,0,0,0,0
oversight,0,0,4,1,6
oversized,0,1,0,0,0
oversophisticated,1,0,0,0,0
overstand,0,0,2,0,0
overstate,0,0,0,0,1
overstated,0,1,0,2,1
overstayed,0,0,0,0,1
overstays,0,1,0,0,0
overstep,2,0,0,0,0
oversupplied,0,1,0,0,0
overtake,0,2,0,0,0
overtaken,0,4,0,0,0
overtax,0,1,0,0,0
overthecounter,0,0,1,0,0
overthetop,0,0,0,0,1
overthrow,15,7,0,2,3
overthrowing,1,1,0,0,0
overthrown,7,0,0,0,1
overtime,0,1,2,1,4
overture,1,0,0,0,0
overturn,0,8,5,3,0
overturned,1,5,4,0,0
overturning,1,1,3,0,0
overused,0,0,5,0,0
overvalued,0,1,0,0,0
overview,0,0,0,0,1
overvote,0,1,0,0,0
overvotes,0,1,0,0,0
overwatch,0,0,0,1,0
overwhelm,0,2,0,0,0
overwhelmed,3,1,2,4,0
overwhelming,10,9,13,1,13
overwhelmingly,1,0,10,2,3
overworked,0,0,1,0,0
over…,0,1,0,0,0
owe,10,8,37,11,10
owed,5,2,4,0,1
owes,13,2,4,2,1
owing,14,0,0,0,0
own,0,1,0,0,0
owned,1,8,4,1,3
owner,1,16,2,7,31
ownership,2,2,2,9,3
owning,0,4,0,2,2
owns,0,5,1,2,0
owntime,1,0,0,0,0
own—it,1,0,0,0,0
own—particularly,1,0,0,0,0
ox,2,0,0,0,0
oxenstierna,2,0,0,0,0
oxygen,0,0,6,1,0
oz,0,34,0,0,0
ozzie,0,0,1,0,0
o’clock,13,0,0,0,0
p,0,4,1,1,0
pa,0,2,0,0,0
pabulum,2,0,0,0,0
pac,0,1,1,0,0
pace,4,3,18,3,18
pacemaker,2,0,0,0,0
pachachi,0,0,0,1,0
pacific,1,6,7,2,6
pacifism,7,0,0,0,0
pacifist,26,0,0,0,0
pacifisthumanitarian,1,0,0,0,0
pacifist—if,1,0,0,0,0
pack,2,36,0,0,2
package,0,8,9,3,19
packaged,0,0,0,1,0
packaging,0,0,0,0,1
packard,0,1,0,0,0
packed,6,25,0,0,2
packing,1,9,1,0,2
pact,3,0,2,0,0
pad,0,2,1,0,5
padded,1,0,0,0,0
paddle,0,2,0,0,0
paddy,0,3,0,0,0
padilla,0,0,1,0,0
paduchik,0,3,0,0,0
pagan,1,0,0,0,0
page,4,27,8,2,10
pageant,0,1,0,0,0
paid,19,155,83,7,45
paige,0,0,1,1,0
pain,9,15,24,5,20
painful,1,8,8,3,12
painfully,1,0,2,0,2
painlessly,1,0,0,0,0
painstaking,6,0,0,0,5
painstakingly,0,2,0,0,0
paint,1,10,3,0,3
painted,2,5,1,0,2
painter,5,1,0,0,0
painter—i,1,0,0,0,0
painting,13,14,1,0,0
pair,2,1,1,0,0
paired,0,0,2,0,0
pairing,0,0,0,1,0
pakistan,0,10,0,7,43
pakistani,0,0,0,2,10
pal,0,0,9,0,0
palace,5,0,0,3,1
palatable,2,0,0,0,0
palatial,1,0,0,0,0
pale,1,0,0,0,0
palestine,2,1,0,6,14
palestinian,0,0,10,24,75
palin,0,0,0,0,1
palm,3,16,0,0,0
palmer,0,4,0,0,0
palone,0,0,1,0,0
palpable,1,0,0,0,0
palsy,1,0,1,0,0
paltry,5,0,0,0,1
pam,0,8,0,0,0
pamela,0,3,0,0,0
pamphlet,16,0,0,0,0
pan,4,0,1,0,1
panama,0,9,0,3,4
pancho,0,2,0,0,0
pancreatitis,0,0,1,0,0
pandemic,0,56,149,2,4
pandemic…,0,1,0,0,0
pandemonium,1,0,0,0,0
pander,1,0,0,0,0
pandering,1,1,0,0,0
pandora,0,4,0,0,0
panegyric,1,0,0,0,0
panel,0,5,15,2,7
panelling,1,0,0,0,0
panetta,0,0,0,0,1
pangerman,37,0,0,0,0
pangermanists,2,0,0,0,0
panic,0,4,3,1,0
panicked,0,2,1,0,0
panicstricken,1,0,0,0,0
panjewish,1,0,0,0,0
panoply,0,0,2,0,0
panslav,1,0,0,0,0
pant,0,2,0,0,0
pantheon,2,0,0,0,0
pantry,0,0,1,0,0
papa,0,0,1,0,0
pape,1,0,0,0,0
paper,33,108,5,1,6
papered,0,0,0,0,1
papers—deutsches,1,0,0,0,0
paperthin,0,0,0,0,1
paperwork,0,2,1,1,2
papito,0,0,0,0,1
pappa,0,0,1,0,0
par,1,0,1,0,0
paracelsus,1,0,0,0,0
parade,6,6,1,1,2
paraded,2,0,0,0,0
paradigm,0,0,2,0,0
parading,1,2,0,0,0
paradise,6,0,0,1,0
paradox,1,0,0,0,0
paragraph,1,8,0,0,0
parallel,1,1,1,0,1
paralyse,6,0,0,0,0
paralysed,4,0,0,0,0
paralysing,5,0,0,0,0
paralysis,5,0,1,0,1
paralyzed,0,0,1,0,2
paralyzes,0,0,0,0,1
paramedic,0,0,1,0,0
paramount,5,0,1,0,0
paraphrase,0,0,1,0,0
parasite,11,0,0,1,0
parasitic,5,0,0,0,0
parcel,2,2,0,0,0
parchment,0,0,0,0,2
pardon,0,11,4,1,0
pardoned,0,4,0,0,0
parent,15,105,123,29,72
parental,4,25,0,0,0
parentcountry,3,0,0,0,0
parenthesis,1,0,0,0,0
parenthetically,0,0,10,0,0
parenthood,0,0,0,0,1
parentteacher,0,0,0,0,1
pariah,0,0,2,0,0
paris,9,15,11,2,2
parish,7,0,6,2,0
parishpump,1,0,0,0,0
park,0,29,4,0,3
parkel,0,0,0,1,0
parker,0,1,1,0,0
parking,0,3,8,0,0
parkinson,0,0,0,1,0
parliament,54,4,1,7,5
parliamentarian,31,0,0,0,1
parliamentarianism,5,0,0,0,0
parliamentary,69,0,0,1,0
parliament—succumbed,1,0,0,0,0
parody,0,1,0,0,0
parole,0,1,0,0,0
parrotfashion,1,0,0,0,0
parsifal,1,0,0,0,0
parson,1,0,0,0,1
part,221,162,149,62,179
partake,1,0,0,0,0
parted,1,0,0,0,0
parthenon,1,0,0,0,0
partial,0,0,0,0,1
partialbirth,0,0,0,1,0
partially,2,2,0,0,0
participant,1,1,1,3,0
participate,11,5,2,5,10
participated,6,4,0,0,2
participating,5,2,4,0,5
participation,3,1,2,7,6
particle,4,0,0,0,0
particular,59,57,10,5,17
particularism,1,0,0,0,0
particularist,4,0,0,0,0
particularly,47,7,30,6,22
particulate,0,0,1,0,0
partiers,0,0,0,0,1
