Magazine,Language,Origin,Systems,Source
The Humble Review,,,MS-DOS,
The Inquire,,,AMIGA AGA,
The Jungle,,,AMIGA OCS/ECS,
The Killers,,,AMIGA OCS/ECS,
The L.E.D Wars Review,,,MS-DOS,
The Latest Games List,,,ATARI ST/E,
The Link,,,Commodore 64,
The Maggie Guide To A Classic Videogame Lifestyle,,,ATARI ST/E,
The Magture,,,Commodore 64,
The Marvellous Lunatics Ball Special Edition,,,AMIGA AGA,
The New Phaze,,,AMIGA OCS/ECS,
The Night Train,,,AMIGA AGA,
The No More Pulse,,,Commodore 64,Internet Archive
The Other World,,,AMSTRAD CPC,
The Outer Limits,,,AMIGA OCS/ECS,
The Party 1995 Diskmag,,,MS-DOS,
The Pirate Mag,,,Commodore 64,CSDB
The Pirate World,,,MS-DOS,
The Post,,,Commodore 64,
The Postman,,,Commodore 64,
The Power Registers Extra Disk,,,ATARI ST/E,
The Product,,,MS-DOS,
The Public,,,Commodore 64,
The Pulse,,,Commodore 64,"Internet Archive,CSDB,Demozoo,Pouet"
The Quatermass Experiment Diskmag,English,,AMIGA,Internet Archive
The Rashtuls Blade 1: The Seven Blades of Thorvalia,,,AMIGA OCS/ECS,
The Real Proof,,,Commodore 64,"Internet Archive,CSDB"
The SCD Report,,,MS-DOS,
The Scene,,,"MS-DOS,AMIGA OCS/ECS",
The Scene Post,,,MS-DOS,
The Scene Press,,,AMIGA AGA,
The Seer,,,Commodore 64,"Internet Archive,CSDB,Pouet"
The Settlers 2 Gold Edition Review,,,MS-DOS,
The Seven Blades of Thorvalia,,,"AMIGA AGA,AMIGA OCS/ECS",
The Software Review,,,MS-DOS,
The Studio,,,Commodore 64,Internet Archive
The Summoning General Docs,,,MS-DOS,
The Swiss Technoguide,,,MS-DOS,
The SysOps Associated Network Newsletter,English,,MS-DOS,Internet Archive
"The TV Toilet, TV Toilet",,,Commodore 64,
The Technocratic Times,,,AMIGA OCS/ECS,
The Third Dimension,,,ATARI ST/E,
The Times,,,Commodore 64,
"The Trader, Trader",,,AMIGA OCS/ECS,
The Trash News,,,Commodore 64,"CSDB,Demozoo,Pouet"
The Travellog,,,AMIGA OCS/ECS,
The Tribune,,,Commodore 64,
The Truth,,,Commodore 64,
"The UK Chart, UK Chart",,,AMIGA OCS/ECS,
The Vague,,,"AMIGA AGA,AMIGA PPC/RTG",
The Voice,,,WINDOWS,
The Voice Dysk Mag,Polish,Poland,ATARI ST/E,Demozoo
The Wall,,,Commodore 64,
The Wave,,,MS-DOS,
"The Wide Screen, Wide Screen",,,Commodore 64,
The Wild 3½,,,AMIGA AGA,
The Word,,,"AMIGA AGA,AMIGA OCS/ECS","Internet Archive,Demozoo,Pouet"
The ZX Files,,,AMIGA AGA,"Internet Archive,Pouet"
The Zoo,,,AMIGA OCS/ECS,"Internet Archive,Demozoo"
Theme Hospital Review,,,MS-DOS,
Theta magazine,,,MS-DOS,
Thing,,,AMIGA OCS/ECS,
Think,Russian,Russia,ZX Spectrum,ZXpress
Three Dirty Dwarves Review,,,MS-DOS,
Thunder,English,,Commodore 64,"Internet Archive,CSDB,Demozoo,Pouet"
Tic Tac,,,Commodore 64,
"Tiger-Disk, Tiger Disk",,,Commodore 64,"Internet Archive,CSDB,Pouet"
Tigershark Review,,,MS-DOS,
Time,Russian,Russia,ZX Spectrum,ZXpress
Time Bomb City For Windows Review,,,MS-DOS,
"Time Bomb, Timebomb",English,,Commodore 64,"Internet Archive,CSDB"
Time Runners Review,,,MS-DOS,
Time Slaughter Review,,,MS-DOS,
Times,Russian,Russia,ZX Spectrum,ZXpress
Times (Stellar),,,AMIGA OCS/ECS,
Times (The Travellers),,,AMIGA OCS/ECS,
Timeworks,English,,Commodore 64,"Internet Archive,CSDB"
Tintin In Tibet Review,,,MS-DOS,
"Titan Magazine, Titan's Magazine, Titan The Mag",,,Commodore 64,"Internet Archive,CSDB,Pouet"
Titans's Insider Magazine,,,Commodore 64,
To Be on Top Preview,,,Commodore 64,Internet Archive
Toilet Paper,,,PAPER,
Too Hot,,,"AMIGA AGA,AMIGA OCS/ECS",
Top Finnish Uploaders,,,AMIGA OCS/ECS,
Top Listings,,,MS-DOS,
Top Priority,,,Commodore 64,"Internet Archive,CSDB"
Top Secret,,,"MS-DOS,AMIGA OCS/ECS",
Top Tennis Review,,,MS-DOS,
Top-10,,,AMIGA OCS/ECS,
Topological Interests Disk Magazine,,,ATARI ST/E,
Tornados Kritique,,,MS-DOS,
Total Disaster,,,MS-DOS,
Total Panic,,,AMIGA OCS/ECS,
Total Recall,,,Commodore 64,"Internet Archive,CSDB,Pouet"
Totem,,,MS-DOS,
Totoro,Russian,Russia,ZX Spectrum,ZXpress
Tower Assault Review,,,MS-DOS,
Toxic Mag,,,"ATARI ST/E,ATARI FALCON,Atari ST,BROWSER",
Toxin,,,MS-DOS,
"Track'n'Sector, Track 'n' Sector",,,Commodore 64,"Internet Archive,CSDB,Pouet"
Trade Center,,,AMIGA OCS/ECS,
Trade charts,,,AMIGA OCS/ECS,
Trader News,,,AMIGA OCS/ECS,
Traders Charts,,,AMIGA OCS/ECS,
Tradition,,,Commodore 64,"Internet Archive,CSDB"
Traffic Department 2192 (Shareware) Review,,,MS-DOS,
Traffic Jam,,,"COMMODORE 16/PLUS 4,C16/116/plus4",
"Tragedy, Tragedy Zine",,,"ATARI 8 BIT,Atari XL/XE",
Trans in Vania,English,,Commodore 64,"Internet Archive,CSDB,Pouet"
Transactor,,,Commodore 64,Internet Archive
Transmission,,,Commodore 64,"Internet Archive,CSDB,Demozoo,Pouet"
Trashcan,,,"AMIGA AGA,AMIGA OCS/ECS","Demozoo,Pouet"
"Trashnews, Trash News",,,Commodore 64,"Internet Archive,CSDB,Pouet"
Travel News,,,Commodore 64,"Internet Archive,CSDB,Pouet"
Trawnik,Polish,Poland,Commodore 64,"Internet Archive,CSDB,Pouet"
Treasure Trove,,,Commodore 64,"Internet Archive,CSDB"
Tree,,,AMSTRAD CPC,"Demozoo,Pouet"
Triad,,,Commodore 64,Internet Archive
Tricks of the Trade,,,AMIGA OCS/ECS,
Trinity,,,AMIGA OCS/ECS,
Trinity March 1993 Review Compilation,,,MS-DOS,
Trip,,,MS-DOS,
Trip To Hell,,,MS-DOS,
Triple Play 98 Review,,,MS-DOS,
Troddlers Review,,,MS-DOS,
Truth and Lies,,,Commodore 64,
Trybuna Ludu,Polish,Poland,Commodore 64,CSDB
Tryst,,,ATARI ST/E,
Trzepak,Polish,Poland,Commodore 64,"Internet Archive,CSDB"
Tumblevane Catalogue Disk,,,ATARI ST/E,
Tunehigh,,,Commodore 64,Internet Archive
Tusovka,Russian,,ZX Spectrum,ZXpress
Twat,,,AMIGA OCS/ECS,
Twigger Review,,,MS-DOS,
Tworczosc Radosna,Polish,Poland,AMIGA OCS/ECS,Demozoo
Tyan's List Disk,,,ATARI ST/E,
Tyrone,,,MS-DOS,
U.F.O Finding the Truth,,,AMIGA,Internet Archive
U.F.O.,,,Commodore 64,
UFG Info Package,,,MS-DOS,
UFO Review,,,MS-DOS,
UFOST Unofficial Disk Mag,,,ATARI ST/E,
Ufo,Russian,Belarus,ZX Spectrum,ZXpress
Ultimathum,Russian,Russia,ZX Spectrum,ZXpress
Umma Gumma,English,,Commodore 64,"Internet Archive,CSDB,Pouet"
"UnReal, Unreal Magazine",,,MS-DOS,
Undercover Magascene,,,"ATARI ST/E,ATARI FALCON,Atari ST",
Underground,,,Commodore 64,"Internet Archive,CSDB,Demozoo,Pouet"
Underground News,,,Commodore 64,"Internet Archive,CSDB"
Underground Vs Syntax,,,"ATARI ST/E,Atari ST",
Undergrown,,,MS-DOS,
Undertaker,,,MS-DOS,
Undiscovered Mangascene,,,ATARI ST/E,
Unic News,,,Commodore 64,"Internet Archive,CSDB,Pouet"
Union Revival,,,MS-DOS,
Uniq,,,Commodore 64,"Internet Archive,CSDB"
Unique Visions,,,Commodore 64,
Universal,,,Commodore 64,"Internet Archive,CSDB"
Universal Scene Guide,,,AMIGA OCS/ECS,
Unnatural Selection Review,,,MS-DOS,
Unplugged,,,Commodore 64,"Internet Archive,CSDB,Pouet"
Unscene,,,WINDOWS,
Unsteady News,Russian,Belarus,ZX Spectrum,ZXpress
Update,,,Commodore 64,"Internet Archive,CSDB,Demozoo,Pouet"
Update (Death),,,Commodore 64,
Upgrade for Adwarp,,,Commodore 64,
Upstream,,,"AMIGA AGA,AMIGA OCS/ECS","Internet Archive,Demozoo,Pouet"
Uptime Magazine,,,APPLE II,Internet Archive (Apple II)
Uptime The Disk Monthly V1,English,,Commodore 64,Internet Archive
Urinade magazine,,,MS-DOS,
Utopia,,,AMIGA OCS/ECS,
V.O.L.V.o,,,MS-DOS,
VIP Magazine,,,MS-DOS,
VLAD,,,MS-DOS,
VMB Madnezz,,,Commodore 64,"Internet Archive,CSDB,Pouet"
VMB Roster,,,Commodore 64,
Vagina,,,MS-DOS,
Vandalism News,,,Commodore 64,"Internet Archive,CSDB,Demozoo,Pouet"
Vanguard Ace Review,,,MS-DOS,
Vanity News,English,,Commodore 64,"Internet Archive,CSDB"
Various Applesoft Programs,,,APPLE II,Internet Archive (Apple II)
Vegas Games For Windows95 Review,,,MS-DOS,
Vendetta,,,Commodore 64,"Internet Archive,CSDB,Demozoo,Pouet"
Verdammen Alles magazine,,,MS-DOS,Internet Archive
Version,,,ATARI ST/E,
Versus,,,"AMIGA AGA,AMIGA OCS/ECS,AMIGA PPC/RTG,ANDROID",
Veto,,,Commodore 64,"Internet Archive,CSDB,Demozoo,Pouet"
ViNews,,,Commodore 64,"Internet Archive,CSDB,Demozoo,Pouet"
Viadro,,,Commodore 64,"Internet Archive,CSDB"
Victoria JHS,,,"ATARI 8 BIT,Atari XL/XE",
Video Commodore 64,,,Commodore 64,Internet Archive
View Point,,,Commodore 64,"Internet Archive,CSDB"
Viewture,,,Commodore 64,"Internet Archive,CSDB"
Villam,,,Commodore 64,"Internet Archive,CSDB"
Vinyl,,,WINDOWS,
Violation,,,Commodore 64,"Internet Archive,CSDB,Pouet"
Violence,,,Commodore 64,"Internet Archive,CSDB,Demozoo,Pouet"
Virgin,,,AMIGA OCS/ECS,
Virgin Credit Cards,,,Commodore 64,
Virginia,,,Commodore 64,
Virtua Fighter 2 Review,,,MS-DOS,
Virtual Snooker Review,,,MS-DOS,
Virtual World,Russian,Russia,ZX Spectrum,ZXpress
Virtual Worlds,Russian,,ZX Spectrum,ZXpress
Virual Imagine,,,AMIGA OCS/ECS,
Virus,"English,Polish",Polish,Commodore 64,"Internet Archive,CSDB"
Vision,,,AMIGA OCS/ECS,
Vision Tech magazine,,,MS-DOS,
Visitors,,,AMIGA AGA,
Visual Intensity,,,AMIGA OCS/ECS,
Vitality,"English,Polish",Poland,Commodore 64,"Internet Archive,CSDB,Demozoo,Pouet"
Voices,,,"AMIGA AGA,AMIGA OCS/ECS",
Voices Disk Magazine,,,ATARI ST/E,
Voices From Hell,,,AMIGA OCS/ECS,
Voxon`s Land,Russian,Russia,ZX Spectrum,ZXpress
Voyager,Russian,Russia,ZX Spectrum,ZXpress
Voyages Of Discorvery Review,,,MS-DOS,
Waisting our time,,,AMIGA OCS/ECS,
Wallpaper,Russian,Uzbekistan,ZX Spectrum,ZXpress
Wanted,,,Commodore 64,"Internet Archive,CSDB,Pouet"
War Gods Review,,,MS-DOS,
Ware Report,,,MS-DOS,
Warez,Russian,Russia,ZX Spectrum,ZXpress
Warezine,,,ATARI ST/E,
Warp Magazine,,,ATARI ST/E,
Wave Magazine,,,"MS-DOS,WINDOWS",
We Are Diskmag,English,,Commodore 64,Internet Archive
WeekEnd,Russian,Ukraine,ZX Spectrum,ZXpress
Weekly Review,,,MS-DOS,
Weird Crud,,,Commodore 64,"Internet Archive,CSDB,Demozoo,Pouet"
Welcome Press,Russian,Russia,ZX Spectrum,ZXpress
Welcome to Impart-BBS,,,ZX Spectrum,
Wetworks,,,Commodore 64,"Internet Archive,CSDB,Demozoo,Pouet"
What the Hack?,,,Commodore 64,"Internet Archive,CSDB,Demozoo,Pouet"
What?!,,,MS-DOS,
Whelpz Info (Canna),,,Amiga OCS/ECS,
Whelpz Info (Whelpz),,,"AMIGA AGA,AMIGA OCS/ECS",
When Puke Comes Alive,,,Commodore 64,"Internet Archive,CSDB"
Whiplash Review,,,MS-DOS,
White Crow,Russian,Ukraine,ZX Spectrum,ZXpress
White Noise,,,AMIGA OCS/ECS,
White Riot,,,Commodore 64,"Internet Archive,CSDB,Demozoo,Pouet"
Widobet,,,Commodore 64,"Internet Archive,CSDB,Demozoo,Pouet"
Wilby,,,MS-DOS,
Wild Edition,,,Commodore 64,"Internet Archive,CSDB,Pouet"
WildMag,,,WINDOWS,
Window,,,Commodore 64,"Internet Archive,CSDB"
Wingstar Review,,,MS-DOS,
Wipeout Review,,,MS-DOS,
Wired,,,MS-DOS,
Wizard,,,MS-DOS,
Wizard Docs,,,MS-DOS,
Wizard Net Page,Russian,Russia,ZX Spectrum,ZXpress
Wizard News,Russian,Russia,ZX Spectrum,ZXpress
Wlocznia Wschodu,Polish,Poland,Commodore 64,"Internet Archive,CSDB"
WoeZine,,,MS-DOS,
Woot!,English,,ZX Spectrum,ZXpress
"World Charts, WorldCharts",,,Commodore 64,
World Elite,,,AMIGA OCS/ECS,
World News,,,Commodore 64,"Internet Archive,CSDB,Demozoo,Pouet"
World Report,,,Commodore 64,"Internet Archive,CSDB"
World in the Web,Russian,,ZX Spectrum,ZXpress
"WorldNews, World-News",,,Commodore 64,"Internet Archive,CSDB"
Worldcharts,,,MS-DOS,
Wrestling News,,,Commodore 64,"Internet Archive,CSDB"
Wrotki,"English,Polish",Polish,MS-DOS,Demozoo
Wundamag,,,ATARI ST/E,
Wysokie Napicie Mag,Polish,Poland,AMIGA OCS/ECS,Demozoo
X Rated,,,Commodore 64,Internet Archive
"X-Bend Preview, X Bend Preview",,,Commodore 64,"Internet Archive,CSDB"
X-Cess,,,AMIGA OCS/ECS,
X-Com,,,MS-DOS,
"X-Dome, X Dome",,,Commodore 64,"Internet Archive,CSDB,Demozoo,Pouet"
X-Files,Russian,,ZX Spectrum,ZXpress
X-Mag,,,AMIGA OCS/ECS,
X-Magazine,Czech,Czech Republic,ZX Spectrum,ZXpress
X-Men: Children Of The Atom Review,,,MS-DOS,
"X-Press, X Press",,,Commodore 64,"Internet Archive,CSDB,Pouet"
X-Rated the Magazine,,,Commodore 64,
X-Ray,,,MS-DOS,
X-Wing: Imperial Pursuit - Tour Of Duty 4 Review,,,MS-DOS,
XLCUS News,English,,Commodore 64,"Internet Archive,CSDB,Pouet"
Xa-XaFon,Russian,Russia,ZX Spectrum,ZXpress
Xenoglossy,English,,Commodore 64,"Internet Archive,CSDB,Pouet"
Xerxex,,,MS-DOS,
Xpose,Polish,Poland,Commodore 64,"Internet Archive,CSDB"
Xpressive,,,Commodore 64,Internet Archive
"Yahoo, Yahoo!",,,MS-DOS,
"Ymadîo, Ymadlo",,,"AMIGA AGA,AMIGA OCS/ECS",
Yoda Stories Review,,,MS-DOS,
Yonga,,,MS-DOS,
Your Computer,,,Commodore 64,Internet Archive
ZAM,English,,AMIGA,Internet Archive
ZEN,,,MS-DOS,
ZPower magazine,,,MS-DOS,
"ZX Chart, zx-chart",Russian,,ZX Spectrum,"ZXpress,Pouet"
ZX City,Russian,,ZX Spectrum,ZXpress
ZX Club,Russian,Russia,ZX Spectrum,ZXpress
ZX Digest,Russian,Russia,ZX Spectrum,ZXpress
ZX Doze,Russian,Russia,ZX Spectrum,ZXpress
ZX Element,Russian,,ZX Spectrum,ZXpress
ZX Ferrum,Russian,Russia,ZX Spectrum,ZXpress
ZX Football 2000,Russian,Russia,ZX Spectrum,ZXpress
ZX Format,Russian,Russia,ZX Spectrum,ZXpress
ZX Forum,Russian,Russia,ZX Spectrum,ZXpress
"ZX Guide, zx-guide",Russian,Russia,ZX Spectrum,"ZXpress,Demozoo,Pouet"
ZX Hard,Russian,Russia,ZX Spectrum,ZXpress
ZX Healthless,Russian,Russia,ZX Spectrum,ZXpress
ZX Humor,Russian,,ZX Spectrum,ZXpress
ZX Jump,Russian,Belarus,ZX Spectrum,ZXpress
ZX Konig,Russian,,ZX Spectrum,ZXpress
ZX Land,Polish,Poland,ZX Spectrum,ZXpress
ZX Light,Russian,Russia,ZX Spectrum,ZXpress
ZX Live,Russian,,ZX Spectrum,ZXpress
ZX Magazine,Russian,Russia,ZX Spectrum,ZXpress
ZX News,Russian,,ZX Spectrum,ZXpress
ZX Panorama,Russian,Russia,ZX Spectrum,ZXpress
ZX Paper,Russian,Russia,ZX Spectrum,ZXpress
ZX Park,Russian,,ZX Spectrum,ZXpress
ZX Pilot,Russian,Russia,ZX Spectrum,ZXpress
ZX Power,Russian,,ZX Spectrum,ZXpress
ZX Press,Russian,,ZX Spectrum,ZXpress
ZX Review,Russian,Russia,ZX Spectrum,ZXpress
ZX Revija,Serbian,Serbia,ZX Spectrum,ZXpress
ZX Rulez Magazine,Russian,,ZX Spectrum,ZXpress
ZX Software,Russian,,ZX Spectrum,ZXpress
ZX Time,Russian,Ukraine,ZX Spectrum,ZXpress
ZX User,Russian,Belarus,ZX Spectrum,ZXpress
ZX World,Russian,Russia,ZX Spectrum,ZXpress
ZX Zone,Russian,Russia,ZX Spectrum,ZXpress
ZX-Files,Russian,Russia,ZX Spectrum,ZXpress
ZX-News,Russian,Russia,ZX Spectrum,ZXpress
ZZT Times magazine,,,MS-DOS,
ZZT Warriors magazine,,,MS-DOS,
ZZTV magazine,,,MS-DOS,
ZZTeam magazine,,,MS-DOS,
ZZTurbo / ZPower Catalog,,,MS-DOS,
ZZZine,,,MS-DOS,
Za Rulem,Russian,Russia,ZX Spectrum,ZXpress
Zasmashka,Polish,,AMIGA OCS/ECS,"Demozoo,Pouet"
Zed,Russian,Russia,ZX Spectrum,ZXpress
Zen Little Tattle,,,MS-DOS,
Zenith Zine,,,MS-DOS,
Zielony Brygady,,,AMIGA OCS/ECS,
Zig Zag,Polish,Poland,AMIGA OCS/ECS,"Demozoo,Pouet"
Zig Zag Discmag,,,ATARI ST/E,
Zig Zag Info,Polish,Poland,AMIGA OCS/ECS,Demozoo
ZigZag,,,MS-DOS,
Zine,,,"AMIGA OCS/ECS,WINDOWS,LINUX,MACOS,MacOS,MacOSX Intel",
Zodiac,,,MS-DOS,
Zoom,,,Commodore 64,
Zosia,,,"AMIGA AGA,AMIGA OCS/ECS",
ZzZACK64,,,Commodore 64,Internet Archive
Возраждение,Russian,,ZX Spectrum,ZXpress
